    0.681511281991991353E+02    0.126236055147806836E+00    0.125400430227981585E+00   -0.492310417381793552E+01    0.135025367213967285E+06   -0.164899559953960586E+63   -0.599146350544150419E+01    1
    0.101123426925314401E+02    0.815913242549051176E+00    0.113359899608657777E+00   -0.319604918359480550E+01    0.733236313908509677E+06   -0.856659862075744552E+57   -0.599396350544151169E+01    1
    0.202986748241295913E+02    0.762777947048946525E-01    0.128089434567589200E+00   -0.432337177457894040E+01    0.869151630623050150E+05   -0.378642750110697820E+57   -0.599646350544151474E+01    1
    0.687377717626280429E+02    0.303462822973898205E+00    0.124870024417259959E+00   -0.384966567711497065E+01    0.224145725315549353E+05   -0.117082676317618651E+56   -0.599896350544151957E+01    1
    0.406153078845475548E+02    0.439434136567622091E+00    0.114031092926095520E+00   -0.269937275325945336E+01    0.127114037137767766E+07   -0.550082101581002056E+53   -0.600146350544151552E+01    1
    0.479577722486860196E+02    0.301673146143093956E-01    0.141483817060721190E+00   -0.468095264513759179E+01    0.277404355607159494E+06   -0.163150301551034556E+53   -0.600396350544151858E+01    1
    0.106212237818298565E+02    0.331203101247369014E+00    0.131564463306617724E+00   -0.387714991826102384E+01    0.260014354823014524E+06   -0.634802560866114225E+52   -0.600646350544151630E+01    1
    0.635430954979163118E+02    0.668699251176835541E-01    0.107912885678967022E+00   -0.211377631337737704E+01    0.138283747783413506E+06   -0.535748406296912308E+52   -0.600896350544152469E+01    1
    0.900555753896118460E+01    0.166655404017865792E-01    0.139761953030297426E+00   -0.376553965466038232E+01    0.466181723676405905E+06   -0.210851285416914974E+48   -0.601146350544151886E+01    1
    0.689112841172559598E+01    0.505930884046848009E-01    0.153943627940563821E+00   -0.427640706302314477E+01    0.698794005589275184E+05   -0.465374512187991717E+45   -0.601396350544150859E+01    1
    0.470250173773312881E+02    0.306204623187179614E+00    0.125947193278165254E+00   -0.219501705735959796E+01    0.557510498029461130E+06   -0.119679877844443423E+44   -0.601646350544151520E+01    1
    0.107161831699390913E+02    0.333946389994425219E+00    0.115288865854809394E+00   -0.137327394692546823E+01    0.163678285117849329E+06   -0.108867521531330816E+43   -0.601896350544151559E+01    1
    0.263255816004089915E+02    0.348982783892587300E+00    0.171074410784661207E+00   -0.461754620175644881E+01    0.333221578280272544E+06   -0.433105907995029998E+41   -0.602146350544152753E+01    1
    0.729592599629524585E+01    0.211924095798355555E+00    0.175567791907674131E+00   -0.471583678059514355E+01    0.104902539094513422E+07   -0.564443148238237380E+40   -0.602396350544153325E+01    1
    0.511739534667900653E+01    0.455649322352428970E-01    0.126601139714978689E+00   -0.171100884533822839E+01    0.103048527820806252E+06   -0.294696061592505836E+40   -0.602646350544152298E+01    1
    0.589200317462672132E+02    0.147353505387518499E-01    0.173758861124748504E+00   -0.394185422747338743E+01    0.589133973052849527E+06   -0.269925163071586092E+37   -0.602896350544150561E+01    1
    0.266277841300028406E+00    0.909343477000001177E+00    0.102353343408640843E+00    0.280930399517030582E+00    0.100078958880628808E+07   -0.787465230124614470E+35   -0.603146350544150955E+01    1
    0.941684259008360414E+02    0.136132156358407270E-01    0.147705733656002008E+00   -0.157138596738288916E+01    0.319058510171180242E+06   -0.154425997402080159E+32   -0.603396350544152682E+01    1
    0.306120976285315187E+02    0.293147903091914908E+00    0.150682327460029603E+00   -0.165669702470310920E+01    0.377019004439066921E+06   -0.647563906194851341E+31   -0.603646350544153165E+01    1
    0.132059420151123668E+02    0.134299577374680235E-01    0.212122726264636879E+00   -0.471998699789554799E+01    0.278593622798952856E+06   -0.473567718945310684E+31   -0.603896350544152227E+01    1
    0.282925175201479462E+02    0.842857565675676379E+00    0.148365388362375977E+00   -0.149578763301673656E+01    0.375059664551148540E+06   -0.355248884936077176E+31   -0.604146350544151556E+01    1
    0.170024668940730166E+02    0.946186668696148980E-01    0.189419711120757672E+00   -0.350703185051609978E+01    0.141376911386515305E+06   -0.224895546928891748E+31   -0.604396350544152039E+01    1
    0.314285811838317564E+01    0.395157443756661633E-01    0.163915264227686625E+00   -0.183800459217850265E+01    0.268796795040131219E+05   -0.176460866092851874E+29   -0.604646350544152966E+01    1
