    0.856889080845673234E+01    0.270815247913210544E+00    0.558707543451515631E+00   -0.877993617346555233E+00    0.254239604437891451E+02   -0.559926083109703256E+02
    0.118876002613563365E+02    0.569959466807600124E+00    0.364504765079898763E+00    0.305146047521729670E-01    0.175076420346968774E+03   -0.520676005356542362E+02
    0.228356151630705391E+02    0.911828009514697557E+00    0.439524175087915581E+00   -0.127400337735169233E+01    0.331093222375065039E+02   -0.507435991641616155E+02
    0.963292961403834447E+01    0.678979556749544577E+00    0.367505796993259637E+00    0.791507724783725003E-03    0.242949591746392940E+03   -0.494023349386180755E+02
    0.173014986249844007E+02    0.104641971453167981E+01    0.424062973641788132E+00   -0.118644683282842323E+01    0.481995953377513331E+02   -0.475248691558880125E+02
    0.145691780989798083E+02    0.761413255888425122E+00    0.382207258115343562E+00   -0.384486863924743294E+00    0.124651090616304401E+03   -0.474681432656270132E+02
    0.561126493330002951E+01    0.100426607070230767E+01    0.344930918817640597E+00    0.642506337245624393E-01    0.180494713931756820E+03   -0.474044340671367621E+02
    0.691159153883964716E+01    0.101227375462857783E+01    0.415085924519471960E+00   -0.720427480803323084E+00    0.283529589359288181E+02   -0.473933825465370049E+02
    0.659851915306670378E+01    0.709588790290955007E+00    0.325945571027046632E+00    0.537093607458956290E+00    0.309444357230224114E+03   -0.473199503462466993E+02
    0.737672035399755721E+01    0.771540877365540223E+00    0.366818134510240257E+00    0.627957980218905865E-01    0.177144493122615188E+03   -0.471635205528034973E+02
    0.844534466385114868E+01    0.109459905502533550E+01    0.369281098222508153E+00   -0.232371507056380017E+00    0.531465255627671525E+02   -0.469050707793400932E+02
    0.105474263596207205E+02    0.108069155551886364E+01    0.414061689168530700E+00   -0.788797230752228962E+00    0.503804742274804198E+02   -0.468314857807070908E+02
    0.452186751077144677E+01    0.824672626433065048E+00    0.358886852790012922E+00    0.216216116891757681E+00    0.131337770724916709E+03   -0.467866104895406210E+02
    0.162199691043508665E+02    0.109832407984297631E+01    0.433818020665246051E+00   -0.124901393236230573E+01    0.278836488350585974E+02   -0.467177144582460713E+02
    0.854246701240574069E+01    0.876270995368775951E+00    0.373954659637399323E+00   -0.139643916275602659E+00    0.149473226131817427E+03   -0.466190392218277907E+02
    0.546558012036781093E+01    0.887383383092504530E+00    0.355712555021953314E+00    0.209009242411956730E+00    0.134692736703714161E+03   -0.465858045189362855E+02
    0.135724054906848153E+02    0.102116018752504889E+01    0.403889656531731478E+00   -0.736874761080775764E+00    0.560211961902631970E+02   -0.464528895405885436E+02
    0.685106160106803497E+01    0.787036955554383244E+00    0.378631854220147057E+00   -0.119280767291112672E+00    0.106431190057276780E+03   -0.461790350825717866E+02
    0.951222381870692146E+01    0.962605963783082941E+00    0.362398246185905770E+00   -0.178184453086528249E+00    0.838999416642218705E+02   -0.460603055773158943E+02
    0.930880423253937828E+01    0.872388487449445860E+00    0.402325075380474406E+00   -0.555020367077474042E+00    0.102925445693714849E+03   -0.460004903945526920E+02
    0.695689501894543305E+01    0.103879752615373722E+01    0.415819298172281915E+00   -0.618848760775537854E+00    0.409962224019317958E+02   -0.458039255232327918E+02
    0.645736563252256968E+01    0.795091139032977567E+00    0.356499188938343980E+00    0.919011241085666841E-01    0.869896696203228430E+02   -0.458035190162554287E+02
    0.841061886869976050E+01    0.101029749344632580E+01    0.361809205323100791E+00   -0.205898345084595286E+00    0.910737558359657555E+02   -0.457926948762812174E+02
    0.845132673315284322E+01    0.721107292274811740E+00    0.355283215073221692E+00    0.937790131290796303E-01    0.187709131867238739E+03   -0.457894350460009889E+02
    0.823010002768226556E+01    0.886414211455649359E+00    0.355192597648613384E+00    0.539407643425679900E-01    0.167196004679263893E+03   -0.457770762095051325E+02
    0.109935091930398379E+02    0.126455281312605461E+01    0.407511068931172893E+00   -0.931726392342787757E+00    0.310364152020202724E+02   -0.456665739285311361E+02
    0.577661257279275642E+01    0.943675161349716074E+00    0.363213182791538025E+00   -0.134419147194919403E+00    0.179210678835206465E+03   -0.456272280802674501E+02
    0.848231310986004061E+01    0.810082718257402523E+00    0.362704616955022707E+00   -0.829449248902414393E-01    0.934259028334003574E+02   -0.456214034876302961E+02
    0.712513355423789552E+01    0.821306500078973656E+00    0.343996953142011008E+00    0.235009085540747037E+00    0.107778294770802077E+03   -0.455832187668572004E+02
    0.296015944278993981E+01    0.123879106162181230E+01    0.377836217183666001E+00   -0.194187878408563552E+00    0.414731607741285444E+02   -0.455350467432627894E+02
    0.383829551397346069E+01    0.109259292345168224E+01    0.388412531566420860E+00   -0.230228876517326875E+00    0.792674384332404145E+02   -0.454252749172305812E+02
    0.439794135684628973E+01    0.135229866760768491E+01    0.384559003354109585E+00   -0.348737613259262946E+00    0.225694993654648393E+02   -0.453344340243917188E+02
    0.426010609051587608E+01    0.116673169944925981E+01    0.410428148903729972E+00   -0.610572486950691218E+00    0.233073986243459927E+02   -0.452405013970447598E+02
    0.750458097427919668E+01    0.777894370243573552E+00    0.340319429793096095E+00    0.256197805342203100E+00    0.210049634074556167E+03   -0.451712608038506289E+02
    0.770239364390819237E+01    0.917123772120211567E+00    0.371219074168572805E+00   -0.967386834651647876E-01    0.917890144101810108E+02   -0.451400838771904063E+02
    0.111093773356793832E+02    0.110580754967931516E+01    0.410982736284405570E+00   -0.817283405523797413E+00    0.315515999625859678E+02   -0.450510400930293926E+02
    0.501653313511883692E+01    0.100166117103051167E+01    0.358136112243772731E+00   -0.897309843505149085E-01    0.159148369994379635E+03   -0.449888662362402485E+02
    0.574366638620569958E+01    0.928110963577417292E+00    0.345480164812250634E+00    0.124815827466355375E+00    0.785851041703182318E+02   -0.449622180398390938E+02
    0.110055128625263876E+02    0.103762542811994840E+01    0.386314859663023424E+00   -0.602991858008602777E+00    0.674297175054375799E+02   -0.449621453565743110E+02
    0.117708026468997637E+02    0.105976933334789725E+01    0.426175433942146353E+00   -0.103110343949483663E+01    0.439398642040966507E+02   -0.449540648283954738E+02
    0.470214202825297267E+01    0.141070727122961781E+01    0.438378908128111922E+00   -0.108319349135580767E+01    0.124481987463386403E+02   -0.449520050241373283E+02
    0.624397337973704314E+01    0.756219380641605876E+00    0.341163880695604271E+00    0.289332386918848494E+00    0.237226512868278036E+03   -0.449226187830970787E+02
    0.684717818617334029E+01    0.991321810209579435E+00    0.366690783084109462E+00   -0.227113896063217940E+00    0.172316030599674207E+03   -0.448417022965387062E+02
    0.123572412578741329E+02    0.106566972721921505E+01    0.410657892785003031E+00   -0.890794072955488070E+00    0.663726922963448800E+02   -0.448373434524630028E+02
