    0.144132222338227535E+03    0.872090572886677906E+00    0.696910579814404851E-01   -0.298777074828793321E+01   -0.174762566996649183+100   -0.599146350544150419E+01    1
    0.207616605342348976E+03    0.443290232977924958E+01    0.817068529291616746E-01   -0.412560765257802942E+01   -0.145569530610404534E+96   -0.599396350544151169E+01    1
    0.133146456586145462E+03    0.138274280451969456E+01    0.783218769395965519E-01   -0.362546294556903881E+01   -0.157016748287545952E+95   -0.599646350544151474E+01    1
    0.725383583439829067E+02    0.232467770145613262E+00    0.486189508930690850E-01   -0.331094247720478060E-01   -0.108076221186594974E+95   -0.599896350544151957E+01    1
    0.118669871672921985E+03    0.101039740596961702E+01    0.793583474368552977E-01   -0.339572550559076269E+01   -0.204326322373102117E+91   -0.600146350544151552E+01    1
    0.313914617565659810E+02    0.123936183949915835E+01    0.818500893330664225E-01   -0.367272774547278402E+01   -0.148480644645605266E+91   -0.600396350544151858E+01    1
    0.101578769066743021E+03    0.175170973942257391E+00    0.873565755976940944E-01   -0.419007749365642912E+01   -0.887381360518184403E+89   -0.600646350544151630E+01    1
    0.131844628100371573E+02    0.215783705659518710E+00    0.500536700872990514E-01    0.104079008578507520E+00   -0.457383997621473709E+89   -0.600896350544152469E+01    1
    0.378092653594617474E+02    0.432896019415852784E+01    0.442143477074644908E-01    0.833920540338071059E+00   -0.249465465744880388E+88   -0.601146350544151886E+01    1
    0.942947356549423610E+01    0.496288080269378806E+01    0.963397234847670481E-01   -0.482404066784986707E+01   -0.224908699313743559E+86   -0.601396350544150859E+01    1
    0.587940315017038095E+01    0.311160167193815251E+01    0.632491673786293451E-01   -0.110481065061966355E+01   -0.375971986831359701E+85   -0.601646350544151520E+01    1
    0.439469747565375002E+02    0.659125866028501817E-01    0.609120355503854904E-01   -0.553802329308119345E+00   -0.233782242667626694E+81   -0.601896350544151559E+01    1
    0.549570947830309322E+02    0.191574405295225098E+00    0.490310450346751955E-01    0.837994804350372213E+00   -0.530363905253421977E+78   -0.602146350544152753E+01    1
    0.458069422307178513E+02    0.111667052868583538E+01    0.648899792868812969E-01   -0.747671716139334808E+00   -0.244307550784475045E+78   -0.602396350544153325E+01    1
    0.154829911006178548E+03    0.369919061188110421E+01    0.820290770799342872E-01   -0.231564711172536963E+01   -0.381472631565015441E+76   -0.602646350544152298E+01    1
    0.120656680808777477E+02    0.421535928438465268E+00    0.870700960731984747E-01   -0.275101814165072556E+01   -0.833399726205475152E+75   -0.602896350544150561E+01    1
    0.316837245421169555E+02    0.419593988784756533E+01    0.945609182284811861E-01   -0.340528038543959521E+01   -0.135380500002957673E+75   -0.603146350544150955E+01    1
    0.734359515695347085E+02    0.101628697613010277E+01    0.871188653795524764E-01   -0.265791897000164878E+01   -0.880264847651422616E+74   -0.603396350544152682E+01    1
    0.142031253066447249E+03    0.215885783721408847E+00    0.605780419551432969E-01    0.823790255492377888E-02   -0.647744460056827598E+73   -0.603646350544153165E+01    1
    0.544353580323320330E+02    0.177824157836952018E+00    0.644971091230695098E-01   -0.357187732307995331E+00   -0.462686911073078972E+73   -0.603896350544152227E+01    1
    0.593265275059780883E+01    0.862663889729438360E-01    0.484989240289505838E-01    0.119350604392690585E+01   -0.210906562931935928E+73   -0.604146350544151556E+01    1
    0.991219726888586621E+02    0.333616971296082976E+00    0.802638986143495020E-01   -0.181861049581839573E+01   -0.126656124920714898E+73   -0.604396350544152039E+01    1
    0.108032905451890230E+03    0.397841684405304763E+00    0.739834809532166765E-01   -0.118508266817780417E+01   -0.500508808480946242E+72   -0.604646350544152966E+01    1
    0.232050821730787291E+02    0.572815626489270979E+00    0.730709832994482777E-01   -0.108455081738951820E+01   -0.341731668160768846E+72   -0.604896350544152206E+01    1
    0.568662429058857484E+02    0.269550437547840638E+00    0.106087697142519685E+00   -0.420486982599176340E+01   -0.268574570812372636E+72   -0.605146350544152156E+01    1
    0.608117070438509160E+02    0.383139910142119477E+01    0.102826479157768533E+00   -0.387243569358629713E+01   -0.172251355353436065E+72   -0.605396350544152995E+01    1
    0.605118868146315165E+02    0.165686535123883694E+01    0.111028281522811939E+00   -0.458976615639334540E+01   -0.588066501281901759E+71   -0.605646350544151790E+01    1
    0.103224121246707782E+03    0.422398945016120519E+00    0.975611125559649600E-01   -0.328120069343243559E+01   -0.257194709182347242E+71   -0.605896350544151829E+01    1
    0.129466486565322825E+02    0.182080327166286438E+01    0.691221486738568813E-01   -0.507239653802522339E+00   -0.947889753649113532E+69   -0.606146350544153112E+01    1
    0.191363333652005423E+03    0.246956930459971635E+00    0.504595556415529667E-01    0.126369511060350193E+01   -0.798702848508362966E+68   -0.606396350544153950E+01    1
    0.554283696877585044E+02    0.309016698765999998E+01    0.829448609465166520E-01   -0.144307488856864397E+01   -0.309028867063488029E+66   -0.606646350544153368E+01    1
    0.806101717964198272E+01    0.853529554755061703E-01    0.521173377323328815E-01    0.127783417895014217E+01   -0.149865118282359940E+66   -0.606896350544153407E+01    1
    0.491074301779670250E+02    0.873080251083992787E+00    0.968517973101007124E-01   -0.229444060730362587E+01   -0.143467161409735907E+63   -0.607146350544153712E+01    1
    0.333809563660037014E+02    0.161958658111877346E+00    0.561003073805450211E-01    0.117077021182685015E+01   -0.290809855111196807E+62   -0.607396350544151886E+01    1
    0.104392018350789698E+03    0.365897396620733284E+00    0.106323568584605010E+00   -0.284285377230608205E+01   -0.131640672650903824E+61   -0.607646350544150149E+01    1
    0.151037927483961397E+03    0.128625164940914610E+00    0.840656507619344934E-01   -0.965791682485220848E+00   -0.347535527875167501E+60   -0.607896350544150277E+01    1
    0.787695059976874177E+02    0.276798824584135206E+01    0.562561451871457160E-01    0.131442389383754854E+01   -0.111247164261620716E+60   -0.608146350544151737E+01    1
    0.165917663806387807E+02    0.210531223223946018E+01    0.971069481638789783E-01   -0.168578049327739921E+01   -0.331409701529155477E+57   -0.608396350544153197E+01    1
    0.151302068939404904E+03    0.237657795489424650E+01    0.556897871326168040E-01    0.155242686504522887E+01   -0.109981732238096246E+57   -0.608646350544153236E+01    1
    0.812787405446111109E+02    0.129011429363251495E+01    0.600751144860867808E-01    0.138174838281279699E+01   -0.447252753720307331E+54   -0.608896350544152032E+01    1
    0.144884478792450409E+03    0.798403320799339900E-01    0.581330500278301812E-01    0.156033389170436521E+01   -0.133804468412298372E+54   -0.609146350544151804E+01    1
    0.441595297345192819E+02    0.181204705639353980E+00    0.147063293579877463E+00   -0.462302439470919069E+01   -0.755919568035608195E+51   -0.609396350544151844E+01    1
    0.134697722322416752E+03    0.570595423500059803E-01    0.858445204940830042E-01   -0.516687068632907670E-01   -0.680964198739651299E+49   -0.609646350544151083E+01    1
    0.653568741535417104E+02    0.201745855840795907E+00    0.875814949207240762E-01   -0.437124708015729085E-01   -0.371708950766027009E+48   -0.609896350544150234E+01    1
    0.176978118279513410E+02    0.529267601431279111E+01    0.148725008054029967E+00   -0.400998873918416265E+01   -0.400990509801865772E+47   -0.610146350544149918E+01    1
    0.787519751178238607E+02    0.104413364666071942E+00    0.104455885734454246E+00   -0.732301957091268996E+00   -0.694472294806697500E+44   -0.610396350544150579E+01    1
    0.112455258748654643E+02    0.241758716260372530E+01    0.151933268571584262E+00   -0.358365563872593507E+01   -0.875341250357834605E+43   -0.610646350544152394E+01    1
    0.814168489977594021E+02    0.414705671459566627E+01    0.970476059727242435E-01   -0.133660309286609491E+00   -0.467680394217062777E+43   -0.610896350544153233E+01    1
    0.110296824080906379E+02    0.643614053654997798E-01    0.139059064068335930E+00   -0.261071517827063326E+01   -0.773239588421924478E+42   -0.611146350544151318E+01    1
    0.106039235692786775E+02    0.190704838202766669E+01    0.120625894097217370E+00   -0.136741597948548854E+01   -0.112432010404162174E+42   -0.611396350544150202E+01    1
    0.160134866085174821E+03    0.377241691933570322E+00    0.758871384879128419E-01    0.142815328068151404E+01   -0.525781215065163830E+40   -0.611646350544151840E+01    1
    0.102011178676439940E+03    0.396549508991493715E+00    0.459306464065921058E-01    0.320390235991335715E+01   -0.847134318402233088E+39   -0.611896350544151613E+01    1
    0.380309418016135314E+01    0.273625004981243702E+00    0.130730013058091815E+00   -0.163120610750516737E+01   -0.583322756259164697E+39   -0.612146350544151030E+01    1
